p1,p2,p3,p4,p5,t0,objective,elapsed_sec
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,128,4,120,0.001099,1535.4780642986298
 , ,128,128,4,120,0.0010955,1546.0394489765167
 , ,16,128,4,120,0.0011005,1556.8085536956787
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,4,120,0.0011155,1567.6187517642977
#pragma clang loop(i1) pack array(A) allocate(malloc), ,64,128,4,120,0.0011235,1579.700044631958
#pragma clang loop(i1) pack array(A) allocate(malloc), ,16,128,4,120,0.0011015,1590.6668927669523
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,128,4,120,0.0010855,1601.795415639877
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,128,4,120,0.0011575,1614.0194220542908
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,128,4,120,0.0011255,1626.1182310581207
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,4,120,0.0011255,1637.4785006046295
#pragma clang loop(i1) pack array(A) allocate(malloc), ,50,128,4,120,0.001076,1649.2301523685455
 , ,96,128,4,120,0.001102,1660.60564661026
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,128,4,120,0.0010999999999999,1671.7468724250791
 , ,32,128,4,120,0.001111,1683.9066042900083
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,120,0.001075,1694.9662499427795
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,128,4,120,0.0011075,1706.1551072597504
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,4,120,0.001104,1717.246879339218
