p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,t0,t1,t2,t3,t4,objective,elapsed_sec
 , , ,20,50,20, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,0.5836872378866929,1524.8546569347382
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,8,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,40,50,60,70,80,2.7466221820932822e-09,1579.8419721126556
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,80,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),180,190,200,210,220,0.0115172091066724,1579.8667528629303
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,16,20, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,800,900,1000,1100,1200,1.0139645889980446,1579.8885493278503
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,64,128, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,40,50,60,70,80,2.741427698958566e-09,1627.14417886734
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,128, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,180,190,200,210,220,0.0770772277925544,1627.170476436615
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,50,20,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,1.2508109351307295,1627.1936526298523
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,100,256, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,40,50,60,70,80,2.7363877435308475e-09,1673.5444655418396
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),180,190,200,210,220,0.0090868281609832,1673.5682213306427
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,50,20,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,0.7384723636129173,1673.5909249782562
